,Unnamed: 0,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
42,144,569614024578600960,positive,1.0,,,Virgin America,,HollywoodHotMom,,0,you have amazing staff & super helpful as I just ran the   they have spoiled me with comfort!!!,,2015-02-22 13:45:41 -0800,All Over!,Pacific Time (US & Canada)
43,147,569599867716132864,positive,1.0,,,Virgin America,,jessicajaymes,,2,Always have it together!!! You're welcome! RT   You're so welcome.,"[33.94652852, -118.40766257]",2015-02-22 12:49:25 -0800,"hollywood, california",Pacific Time (US & Canada)
44,148,569596445680115712,positive,1.0,,,Virgin America,,livingfitly,,0,home to    in'  back to,,2015-02-22 12:35:49 -0800,"Washington, DC",Eastern Time (US & Canada)
45,152,569580805036453888,positive,1.0,,,Virgin America,,paulnakada,,0,thank you for checking in. tickets are purchased and customer is happy ;-),,2015-02-22 11:33:40 -0800,San Francisco,Pacific Time (US & Canada)
46,176,569354267854704641,positive,1.0,,,Virgin America,,simpasmore,,0,Thank you for the follow,,2015-02-21 20:33:30 -0800,Barbados ,Eastern Time (US & Canada)
47,183,569318130356502528,positive,0.3579,,0.0,Virgin America,,miaerolinea,,0,😎 RT  You’ve met your match. Got status on another airline? Upgrade (+restr):,,2015-02-21 18:09:54 -0800,Worldwide,Caracas
48,184,569316358845911040,positive,1.0,,,Virgin America,,archiegips,,0,Only way to fly!,,2015-02-21 18:02:51 -0800,LaLa Land,Pacific Time (US & Canada)
49,189,569304436612444160,positive,0.6783,,,Virgin America,,advertisingdiva,,0,you will match my  status? Cool!,"[38.9128188, -77.00798226]",2015-02-21 17:15:29 -0800,DC - LA - Venice Beach,Eastern Time (US & Canada)
50,193,569298165855338497,positive,1.0,,,Virgin America,,lexiesalas,,0,thanks!,,2015-02-21 16:50:34 -0800,BAYAREA✈️NYC,Pacific Time (US & Canada)
51,199,569262527281913857,positive,1.0,,,Virgin America,,JT_Magana,,0,I love your guy's song! We're dancing to it for our high school dance revue,,2015-02-21 14:28:57 -0800,,
52,201,569261347688607744,positive,1.0,,,Virgin America,,carabubes,,0,"done! Thank you for the quick response, apparently faster than sitting on hold ;)",,2015-02-21 14:24:16 -0800,"Los Angeles, California",Central Time (US & Canada)
53,203,569260526976544768,positive,1.0,,,Virgin America,,wmrrock,,0,cool picture of another VirginAmerica plane off our wing. What a site!,,2015-02-21 14:21:00 -0800,CT,Eastern Time (US & Canada)
54,204,569253311813185537,positive,1.0,,,Virgin America,,DailyBillboard,,0,Keep up the great work :),,2015-02-21 13:52:20 -0800,"Los Angeles, California",Pacific Time (US & Canada)
55,205,569253236093267969,positive,1.0,,,Virgin America,,BigRichTexasPam,,0,my goodness your people  field are amazing under pressure ❤️from Texas  in crisis Please fly me to NY,"[32.84359605, -96.84910929]",2015-02-21 13:52:02 -0800,FREE ADVICE! ,Central Time (US & Canada)
56,206,569250469178175488,positive,0.6775,,0.0,Virgin America,,rtw4,,0,Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now?,,2015-02-21 13:41:02 -0800,"Natick, MA, USA",Central Time (US & Canada)
57,208,569248400836726786,positive,1.0,,,Virgin America,,kyle_romanoff,,0,"Thanks so much for the awesome support, you guys rock!",,2015-02-21 13:32:49 -0800,,
58,212,569240250192670720,positive,0.6667,,0.0,Virgin America,,aaronkurlander,,0,twitter team. you guys killed it for rescheduling me asap. thank you!,,2015-02-21 13:00:26 -0800,"New York, NY",Eastern Time (US & Canada)
59,222,569222494952886272,positive,0.6522,,,Virgin America,,carlos89178,,0,when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love!,,2015-02-21 11:49:53 -0800,,
60,223,569221440794271745,positive,1.0,,,Virgin America,,carlos89178,,0,wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,,2015-02-21 11:45:41 -0800,,
61,227,569212570478911489,positive,0.7081,,,Virgin America,,stefanpinto,,0,Like,,2015-02-21 11:10:26 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
62,229,569209566715469824,positive,1.0,,,Virgin America,,jennifer_caron,,0,You have the best flight attendant ever!!!,,2015-02-21 10:58:30 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
63,230,569208480793567233,positive,0.6899,,,Virgin America,,miaerolinea,,0,"Awesome! RT  Watch nominated films at 35,000 feet.",,2015-02-21 10:54:11 -0800,Worldwide,Caracas
64,231,569205125278859265,positive,1.0,,,Virgin America,,ninjasistah,,0,thanks so much!,,2015-02-21 10:40:51 -0800,Massachusetts,Eastern Time (US & Canada)
65,233,569202691185909760,positive,0.6575,,,Virgin America,,EleonoraKaras,,0,the only airline based in Silicon Valley!,,2015-02-21 10:31:11 -0800,New York,
66,234,569201943131738113,positive,1.0,,,Virgin America,,carlosondrums,,0,Very nicely done. 👏,,2015-02-21 10:28:13 -0800,Las Vegas,Eastern Time (US & Canada)
67,235,569200619430420480,positive,0.6701,,,Virgin America,,ninjasistah,,0,I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;),,2015-02-21 10:22:57 -0800,Massachusetts,Eastern Time (US & Canada)
68,238,569198104806699008,positive,1.0,,,Virgin America,,SunRighteous,,0,hahaha 😂 YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗,,2015-02-21 10:12:58 -0800,,Alaska
69,239,569197967959154688,positive,1.0,,,Virgin America,,readerriter,,0,sounds like fun !,,2015-02-21 10:12:25 -0800,"CALIFORNIA, USA",Pacific Time (US & Canada)
70,244,569180623165915137,positive,0.6771,,,Virgin America,,InuAtah,,0,"classiq, luv Virgin America. Greetingz",,2015-02-21 09:03:30 -0800,Abuja,
71,246,569176777056079874,positive,1.0,,,Virgin America,,Recessionista,,0,Thanks for your great customer service today & for helping me get all my travel sorted out!,,2015-02-21 08:48:13 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
72,247,569165709516759042,positive,1.0,,,Virgin America,,moosekazmi,,0,thanks guys! Sweet route over the Rockies,,2015-02-21 08:04:14 -0800,"Las Piedras, Peru",
73,248,569110766235877376,positive,1.0,,,Virgin America,,_LisaCap,,0,love the 90s music blasting at gate in  while waiting for flight to  Only if I could get an iced coffee!,,2015-02-21 04:25:54 -0800,"Charlestown, MA",
74,252,569020707113476096,positive,1.0,,,Virgin America,,courtDMC,,0,"thank you for the easy itinerary shift for impending weather. Quick, painless & free.",,2015-02-20 22:28:03 -0800,New York for now.,Central Time (US & Canada)
75,254,569011849976348672,positive,1.0,,,Virgin America,,Cydney_Chase,,0,Thanks! Good times there and back!  the entire flight🍸,,2015-02-20 21:52:51 -0800,#SF#Optimist #Freefalling,Pacific Time (US & Canada)
76,258,568972394297077760,positive,1.0,,,Virgin America,,AnnaProsser,,0,you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!,,2015-02-20 19:16:04 -0800,USA,Pacific Time (US & Canada)
77,264,568929979981033472,positive,1.0,,,Virgin America,,djchuang,,1,thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too,"[32.8454782, -96.8504585]",2015-02-20 16:27:32 -0800,"Orange County, CA",Pacific Time (US & Canada)
78,269,568923762764095488,positive,0.6855,,,Virgin America,,AlyssaJenS,,0,I see what you did there ;),,2015-02-20 16:02:49 -0800,"Bay Area, CA",Pacific Time (US & Canada)
79,272,568911350656675841,positive,1.0,,,Virgin America,,drsaadiaim,,0,your inflight team makes the experience,,2015-02-20 15:13:30 -0800,Boca Raton FL 33434,
80,273,568910590921609216,positive,1.0,,,Virgin America,,MaverickGamersX,,0,cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do!,,2015-02-20 15:10:29 -0800,Follow/Retweet for giveaways!,
81,276,568897315458691072,positive,1.0,,,Virgin America,,CanPOREOTICS,,0,fav airline,,2015-02-20 14:17:44 -0800,"Anaheim, CA",
82,277,568890074164809728,positive,0.6776,,,Virgin America,,MaverickGamersX,,0,we have a hot female pilot! Sweet! DCA to SFO! :-),,2015-02-20 13:48:57 -0800,Follow/Retweet for giveaways!,
83,281,568874645564362752,positive,1.0,,,Virgin America,,AcronymBex,,0,Thank you!!,,2015-02-20 12:47:39 -0800,"NY, NY",Eastern Time (US & Canada)
84,293,568840560347373569,positive,1.0,,,Virgin America,,polaroidmisha,,0,would love to do more for virgin just like I do for,"[0.0, 0.0]",2015-02-20 10:32:12 -0800,San Francisco,Pacific Time (US & Canada)
85,303,568815689684815873,positive,1.0,,,Virgin America,,thecompostcook,,0,loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again.,"[37.77465018, -122.44032176]",2015-02-20 08:53:23 -0800,"New York, NY",Eastern Time (US & Canada)
86,306,568805696780824576,positive,1.0,,,Virgin America,,matthewhirsch,,0,Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,,2015-02-20 08:13:40 -0800,"Hoboken, NJ",Eastern Time (US & Canada)
87,307,568803996774879232,positive,0.6884,,,Virgin America,,GabriellaDago,,0,"I mean. Probably inappropriate while on board.. But, it's on!",,2015-02-20 08:06:55 -0800,New York City,Eastern Time (US & Canada)
88,308,568802396907835393,positive,0.6658,,,Virgin America,,AdamSinger,,0,happy to spend the day together. Let's do this!,,2015-02-20 08:00:33 -0800,"San Francisco, CA",Central Time (US & Canada)
89,311,568795139512127488,positive,1.0,,,Virgin America,,JayRockerz,,0,. They were very understanding and helped me out.  Thx!,,2015-02-20 07:31:43 -0800,"39.149054,  -77.273589",Eastern Time (US & Canada)
90,313,568791035297468416,positive,1.0,,,Virgin America,,Hwoodboy24,,0,thank you! I absolutely will 😎,,2015-02-20 07:15:25 -0800,BOS • LA • NYC ,Pacific Time (US & Canada)
91,323,568643040073506816,positive,0.6809,,,Virgin America,,TMAnderson10,,0,How about some free drinks on the flight back for the free promo?,,2015-02-19 21:27:20 -0800,"Dallas, TX",
92,324,568633361595412481,positive,1.0,,,Virgin America,,SSal,,0,thanks!,,2015-02-19 20:48:52 -0800,"Dutchess County, NY",Eastern Time (US & Canada)
93,331,568605449659895808,positive,0.6482,,,Virgin America,,SuuperG,,0,Thanks!,,2015-02-19 18:57:58 -0800,Wandering So-Cal-ian,Pacific Time (US & Canada)
94,332,568604690767872000,positive,1.0,,,Virgin America,,imacsweb,,0,thanks for taking care of  on her flight!!,,2015-02-19 18:54:57 -0800,At an airport near you....,Pacific Time (US & Canada)
95,333,568602941940043776,positive,1.0,,,Virgin America,,SuuperG,,0,Thanks for the lovely soft views!   to,,2015-02-19 18:48:00 -0800,Wandering So-Cal-ian,Pacific Time (US & Canada)
96,341,568553610981740544,positive,1.0,,,Virgin America,,SigmaRue,,0,"I adore you, and am so looking forward to my flight to Austin in two weeks.",,2015-02-19 15:31:58 -0800,"Portland, OR",Pacific Time (US & Canada)
97,342,568543525505089536,positive,0.6875,,,Virgin America,,MNDNCH,,0,I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,,2015-02-19 14:51:54 -0800,SD/LA/PS,Pacific Time (US & Canada)
98,347,568525368572817408,positive,1.0,,,Virgin America,,graveyardtravel,,0,"first time flying Virgin, went to  .Thanks for the smooth ride. Easily my new fav airline!",,2015-02-19 13:39:45 -0800,"Portland, Oregon",Tijuana
99,358,568491256508231680,positive,1.0,,,Virgin America,,alexster4324,,0,"just promoting the product is all, had a problem with southwest and recommend noneother than the best!",,2015-02-19 11:24:12 -0800,,
100,359,568490223417602050,positive,1.0,,,Virgin America,,beasharif,,0,"love you guys, but pls get some direct routes LAS to AUS!",,2015-02-19 11:20:05 -0800,The World,Pacific Time (US & Canada)
101,362,568481985221537792,positive,1.0,,,Virgin America,,Rgulojr,,0,of course! I work for  and I'm obsessed with the entire Virgin family!!,,2015-02-19 10:47:21 -0800,Chicago,Eastern Time (US & Canada)
102,363,568478510538493952,positive,0.6548,,,Virgin America,,_kristenicole_,,0,ok! first time flying with you tonight :),,2015-02-19 10:33:33 -0800,☂ Seattle | WA,Eastern Time (US & Canada)
103,369,568460512553353216,positive,0.6888,,,Virgin America,,mightymeesh,,0,got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,,2015-02-19 09:22:02 -0800,San Francisco,
104,374,568452186977361921,positive,0.6667,,,Virgin America,,KarinSLee,,0,“  Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!,,2015-02-19 08:48:57 -0800,all over ca,
105,375,568451468560187393,positive,0.6395,,,Virgin America,,EricLMitchell,,0,Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,,2015-02-19 08:46:06 -0800,San Francisco,Pacific Time (US & Canada)
106,378,568437415603507200,positive,0.6618,,,Virgin America,,kzone7,,0,"For my Grandma Ella's 80th, she would <3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",,2015-02-19 07:50:15 -0800,"Long Island, NY",Eastern Time (US & Canada)
107,379,568434482270707712,positive,1.0,,,Virgin America,,heatherbeckel,,0,Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline & yr website is BEST transactional site EVER,,2015-02-19 07:38:36 -0800,ATX,Central Time (US & Canada)
108,381,568429677779365888,positive,1.0,,,Virgin America,,marshman240,,0,gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,,2015-02-19 07:19:30 -0800,San Francisco,
109,384,568406048777900032,positive,1.0,,,Virgin America,,MarcSM,,0,had me at their safety video . . .   LOVED my first cross country flight.,,2015-02-19 05:45:37 -0800,"East Village, New York City",Eastern Time (US & Canada)
110,385,568392783922372608,positive,0.6871,,,Virgin America,,quackling,,0,that doesn't look to fat to me! It looks yummy!,,2015-02-19 04:52:54 -0800,"Birmingham, Michigan",
111,391,568303606710956032,positive,0.6724,,,Virgin America,,_raulll,,0,omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,,2015-02-18 22:58:33 -0800,"mckinney, tx",
112,392,568279994876571649,positive,1.0,,,Virgin America,,TLoui143,,0,Your planes are really pretty. Just thought u should know that. :),,2015-02-18 21:24:43 -0800,Out to Brunch with @Kanyewest.,Central Time (US & Canada)
113,395,568245360998658048,positive,1.0,,,Virgin America,,GeorgettePierre,,0,thank you,,2015-02-18 19:07:06 -0800,your third eye...,Eastern Time (US & Canada)
114,397,568239036533497856,positive,1.0,,,Virgin America,,Joaquin68443,,0,good to be home,,2015-02-18 18:41:58 -0800,714 to 972,
115,401,568204964742496256,positive,1.0,,,Virgin America,,eganist,,0,"thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",,2015-02-18 16:26:34 -0800,Washington D.C.,Eastern Time (US & Canada)
116,404,568195292803129345,positive,1.0,,,Virgin America,,mirandahaustin,,0,this is too cool!  Never been on ur planes but now I will!!,,2015-02-18 15:48:09 -0800,"Austin, TX",Central Time (US & Canada)
117,406,568189531033174016,positive,1.0,,,Virgin America,,iamDavidAustin,,0,great. Well deserved.,,2015-02-18 15:25:15 -0800,,Pacific Time (US & Canada)
118,412,568146157534367744,positive,1.0,,,Virgin America,,wmrrock,,0,got it. All set - Thanks!,"[0.0, 0.0]",2015-02-18 12:32:54 -0800,CT,Eastern Time (US & Canada)
119,415,568140092453179394,positive,1.0,,,Virgin America,,JCervantezzz,,0,Giants and Virgin America. A match made in heaven.,,2015-02-18 12:08:48 -0800,"California, San Francisco",Pacific Time (US & Canada)
120,416,568140010458894338,positive,1.0,,,Virgin America,,GabriellaDago,,0,"thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!",,2015-02-18 12:08:28 -0800,New York City,Eastern Time (US & Canada)
121,421,568120102660341760,positive,1.0,,,Virgin America,,ctpsts,,0,I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker,,2015-02-18 10:49:22 -0800,,
122,422,568119079371997186,positive,1.0,,,Virgin America,,jhen_d,,0,thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!,,2015-02-18 10:45:18 -0800,"Austin, Texas",Mountain Time (US & Canada)
123,427,568100257931747328,positive,1.0,,,Virgin America,,jtwiegele,,0,has the most INCREDIBLE customer service I've ever experienced! So refreshing!,,2015-02-18 09:30:30 -0800,"San Francisco, CA",
124,429,568095440517754881,positive,0.6655,,,Virgin America,,chrisdpatton,,0,", am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?",,2015-02-18 09:11:22 -0800,"Annapolis, Maryland",
125,430,568093957080551424,positive,0.6522,,,Virgin America,,stopasyougo,,0,OMG FINALLY,,2015-02-18 09:05:28 -0800,,Central Time (US & Canada)
126,436,568068214325784576,positive,1.0,,,Virgin America,,dreamerintexas,,0,the DAL-AUS route makes my day!!!!,,2015-02-18 07:23:11 -0800,austin dallas chile london,Central Time (US & Canada)
127,437,568064123621093377,positive,1.0,,,Virgin America,,WilsonJoshuaLee,,0,awesome deals DAL-AUS for only $39 each way!,,2015-02-18 07:06:55 -0800,"Dallas, TX",Central Time (US & Canada)
128,439,568059129601724416,positive,1.0,,,Virgin America,,dsg0110,,0,"love it, taking  on in their backyard! Consumers win when biz competes.",,2015-02-18 06:47:05 -0800,"San Diego, CA",Pacific Time (US & Canada)
129,440,568058610296565760,positive,1.0,,,Virgin America,,lakebrahlands,,0,​ is flying from Love to Austin now. That is most excellent news.,,2015-02-18 06:45:01 -0800,"Zip City aka Dallas, TX ",Central Time (US & Canada)
130,443,568050777744379904,positive,1.0,,,Virgin America,,letherebeflight,,0,Congrats VX on the new route! ✈️🎉,,2015-02-18 06:13:53 -0800,,
131,451,567908796917420032,positive,0.6431,,,Virgin America,,HaraLillier,,0,I am all about the in flight artisanal cheese and wine pairing.,,2015-02-17 20:49:43 -0800,,Atlantic Time (Canada)
132,453,567893201719156736,positive,0.6559,,,Virgin America,,KallysAlbertSr,,0,That's classy.,,2015-02-17 19:47:44 -0800,USA,
133,454,567873698679623680,positive,0.6681,,,Virgin America,,Price714,,0,I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.,,2015-02-17 18:30:15 -0800,"Hamilton, Ohio",Atlantic Time (Canada)
134,455,567858317831249920,positive,0.7162,,,Virgin America,,mctrees02,,0,now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens .  😃👍,,2015-02-17 17:29:07 -0800,"Dallas, TX",Central Time (US & Canada)
135,459,567846970141716481,positive,0.6733,,,Virgin America,,TheAdamRizz,,0,would have been a rough trip but LUCKILY we were on a  flight.,,2015-02-17 16:44:02 -0800,"Dallas, Texas",Pacific Time (US & Canada)
136,463,567828603976597504,positive,0.6858,,0.0,Virgin America,,myvortex,,0,"another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?",,2015-02-17 15:31:03 -0800,could be anywhere,
137,464,567823564167192576,positive,1.0,,,Virgin America,,miaerolinea,,1,"Nice RT  The man of steel might be faster, but we have WiFi – just saying.",,2015-02-17 15:11:02 -0800,Worldwide,Caracas
138,465,567814795895787520,positive,1.0,,,Virgin America,,mynejas,,0,I love the dancing little richard. cool beans.,,2015-02-17 14:36:11 -0800,"Oakland, CA",Pacific Time (US & Canada)
